Id,SalePrice
377,226440.0811758272
383,202729.045150042
386,200767.59222476106
387,215465.48452725878
390,150065.39401912654
391,150478.02760744144
395,136729.65959443012
397,148421.01764465994
398,118404.44644587836
401,107077.13899513676
404,113498.62640374553
408,126131.73788574053
409,117386.71666286461
410,130330.09795763502
418,114420.79593211917
422,450357.79828682856
427,339748.6276559427
431,379645.3597928197
433,474762.69020566135
437,362550.4492717896
438,286683.7249251803
442,335842.60716877703
447,236476.23335644967
459,328909.4693898234
460,270238.0549390657
464,191523.69717416656
465,180492.86498238562
467,190611.67742069438
468,194360.48896718817
474,166982.4644753709
480,195834.6718271522
481,204408.12280158667
483,228237.0754869547
488,183514.18336634655
492,185567.38635868896
494,156207.0554099037
499,329289.86740008823
500,283005.18404687964
501,335538.2277850214
503,252187.85165946552
506,222398.2807247832
508,258127.06331525606
511,276029.9701871178
515,240146.31130172228
519,238818.43815284065
521,282055.78207197355
530,236185.21625428996
532,217098.62069578897
534,173584.1231043462
540,158912.35197612547
541,136916.48364455515
551,159487.4398105137
552,148148.84505835298
554,51622.84481760816
555,124258.15767591208
556,121317.15101455321
557,128308.15101885289
565,239096.85149161814
566,237007.40028406697
567,191041.09238945256
569,241374.25958558524
570,207533.06506140748
574,205787.93429108665
575,284519.62453439937
576,200038.0015417048
577,198300.74696000392
578,174270.135404038
583,239745.18077537545
584,213578.2437421925
585,142887.86273589134
587,195916.370360693
593,205804.02212307305
597,221514.7306458617
598,184534.27214523437
599,158928.7195717909
600,162530.2429525006
605,177826.84688233412
607,173835.38669873256
608,183341.7232647783
611,160037.1582639732
616,117462.77334871468
625,189692.36618644613
629,142115.4588009973
630,132950.28750661845
631,146609.27249285718
640,188210.87375285765
642,161191.7104206964
643,146178.97503514658
646,96840.08777807388
647,165858.98227888398
655,105302.13613956128
659,106548.17286643616
663,104898.62916651116
665,104612.62870315595
667,225749.54281076364
673,154898.71184453496
676,123344.26049743338
680,138439.15472077625
682,128553.61110622631
687,124248.53591992213
688,166986.79248827577
692,110713.87579442687
693,118467.25132227737
695,156502.66058065085
697,120280.5047323552
700,172659.70678083098
702,158371.55761246858
703,147258.79401464935
704,112040.22560988701
712,106930.77249988764
713,136420.7321664454
717,145624.09936074764
720,193165.35244302897
721,87717.51366851987
726,173008.30928523463
733,90801.62214121984
736,128382.6040193873
738,135383.36505959052
741,116578.00960641574
743,69958.0426460894
745,113278.20280601308
750,134197.07205938053
756,88972.90215995933
757,132205.41269138083
758,147637.66898999567
760,123877.70565794484
765,140385.66919529502
775,138922.9209587902
776,136859.84477333823
780,176755.86410764488
783,229298.6298375699
790,124051.45947691635
795,78871.82121099974
796,144215.06568544384
797,145639.64095282505
798,102446.91702239511
804,204279.25739539712
805,211349.94264153246
806,225566.34894999233
808,113569.31698826772
814,154638.81183253918
818,260573.59220140218
821,286298.5683641138
822,334943.1581547587
825,291288.85608605866
827,243633.38941209804
830,200418.29373172577
834,241282.09560345183
835,207211.843147587
842,140606.21403999988
845,202399.68411213747
852,212316.01535014308
857,149781.96332576717
858,149882.1032171748
859,127563.38444889354
860,125478.0292469391
861,136555.44737934717
864,243981.30495660388
868,188964.48503605498
869,194009.2058540767
872,275279.3641752314
873,217835.0891449419
885,122070.39785577511
890,114422.50229050452
895,111740.82800831774
899,39990.47912641804
906,133080.39961162268
918,139054.41412069634
923,159989.4038017603
925,124545.93870435833
927,159151.12733595798
932,258720.0239529257
933,101373.626151762
934,140746.60798051234
942,85742.82404265425
947,251413.8566908926
948,269594.29608671315
951,138877.12569927383
957,358715.9337829784
958,327229.3997192899
959,230201.72962940027
963,170544.62753817538
967,198593.20803938323
968,333531.19789339125
971,124627.4460217905
972,183111.31231791058
976,97670.25343004701
978,84324.20481665683
979,101027.37850501011
984,112498.64888951779
986,198823.86502479383
991,221890.51683535735
996,225119.67404772615
1001,243211.02534885707
1007,198635.3433899694
1008,182795.72152629748
1009,206397.2769630863
1014,134983.1719614223
1022,207450.24701844907
1024,208010.80703361708
1027,128588.8142436473
1030,154656.7633611192
1032,152151.4915847164
1035,145794.00164679898
1042,107171.4408395545
1047,139113.94859609538
1050,103705.3165464133
1055,315651.8242235215
1059,403201.9425816032
1061,368977.10121432686
1064,498357.61069888395
1077,216299.52854212615
1081,251784.62999510107
1092,241894.31619050735
1093,204609.5098214625
1095,213998.69731742315
1099,277131.88702018815
1101,287759.5453482053
1103,310818.1796500571
1109,267003.09728034015
1112,251309.69757901935
1113,239288.48722367175
1114,257183.9038287154
1116,245314.23134396516
1117,220587.02664675828
1119,305396.28442977025
1121,222338.48053049436
1122,229844.74160108453
1125,265254.1236108165
1137,155013.73310837816
1142,195788.36557703832
1144,189275.23877389866
1145,192728.10196726574
1147,185400.26574310724
1148,199210.41889648046
1149,157708.06737033123
1150,128499.8457195402
1153,89625.39914544145
1154,119680.05401681171
1159,372949.7841069425
1161,168005.05453813463
1167,168164.71214015354
1171,258894.39800311322
1174,163200.0325122058
1188,191378.7926517228
1189,193827.2064151774
1191,130219.00487968579
1195,142906.06887233054
1199,161320.174694054
1201,232150.74156031158
1204,194778.64961680915
1211,139433.86693954788
1214,192143.70446376663
1219,141770.05933079188
1220,84439.87892477305
1227,184457.21252310742
1229,231019.47837055998
1231,134006.56026747692
1234,221408.47236206036
1235,142660.06433038414
1239,183648.599988199
1240,179236.21440790428
1241,164108.15276062823
1246,121209.45202923547
1249,180835.39348112245
1250,128847.35300876036
1252,141918.9844187353
1259,143860.66050175115
1267,121870.98094063869
1269,96887.10766771354
1270,152337.37863741405
1272,133658.09496302414
1274,118672.31477328745
1276,117042.25281738942
1279,140903.58590423118
1281,179331.27851813912
1286,188120.9356885155
1287,127178.5108247383
1290,71488.50389061807
1291,140163.22459366184
1297,171127.99758529462
1302,140770.96579660737
1303,82169.77899785971
1312,107438.8783677567
1315,152059.03526226827
1322,64727.52341415042
1327,113996.65262591366
1331,139550.14714170524
1333,124746.37888575633
1334,136951.7025002624
1336,108209.68436370308
1341,117770.57276454542
1344,79924.55472064766
1347,134515.87126350417
1348,131799.8764178059
1353,169201.01830634958
1355,137064.42841076147
1356,123985.33050543792
1357,162353.91033251275
1361,140373.9229502133
1364,112702.38109974435
1368,117694.11067672503
1369,73999.4108194505
1371,121569.32221923632
1373,130826.7258161807
1374,136025.0385290609
1387,124945.3844609108
1388,93605.23842603822
1392,180107.64950757445
1394,117996.8319267116
1406,172017.86983649275
1407,234822.79003598948
1408,203226.04138054256
1409,178466.0216567989
1411,195484.79153227728
1412,116728.87239497108
1413,144297.37792567103
1414,132536.29846910498
1425,244903.97251991637
1430,185774.40244379037
1431,235900.8624529583
1435,220987.28652484395
1441,209958.96498932107
1444,212145.43723362224
1445,136469.80539014423
1446,142395.28720749004
1452,125985.09811064984
1453,127305.294967745
1456,239094.1348212865
1457,222984.41892225563
1460,241412.6320802375
1463,233940.3018148404
1468,224634.51832328897
1471,229998.20786494657
1474,212161.75596103043
1475,192859.5655752985
1476,212619.0217655461
1478,200841.32565886545
1482,161814.33589758445
1483,173429.83211754702
1484,164150.58004285657
1485,162643.42875035352
1496,156691.78776307707
1497,174553.6072254487
1500,139852.63276522807
1506,123396.58980049915
1507,115142.13876760525
1509,120511.2474071778
1510,156921.2413031711
1513,139158.780167551
1517,133924.58022412495
1518,170590.46314850866
1523,204802.2867371969
1524,146630.52211983257
1526,172839.3324346663
1529,204254.76534153445
1531,151295.27112187157
1535,120795.78692816928
1536,161665.3525963583
1538,391160.7228896095
1540,230818.28240564556
1543,110504.53387666737
1545,125806.11144904376
1546,107913.23129359559
1557,88740.47216155966
1558,123354.32070218917
1559,77814.93783524421
1563,301122.40794766817
1568,149179.6823852419
1571,296354.8478244717
1578,145936.72147402898
1579,241414.13283862133
1584,241806.2177725353
1586,336705.78152861685
1604,121939.64393048373
1606,138458.27065900198
1610,182483.45987977236
1611,145026.01413201442
1618,169819.21373235877
1623,194487.21676634526
1624,176715.083922147
1628,149679.2068328587
1633,191197.26632286492
1645,155443.70388127014
1649,234657.55313321232
1652,146213.96730944706
1653,148691.95175920654
1656,105649.54686311848
1662,202219.18336427023
1668,114143.48495101453
1670,112565.17668428579
1672,112178.34675091242
1673,154911.5163107333
1674,174419.3334484187
1677,111832.91549692432
1678,119319.54722395286
1679,117868.21524788984
1685,366619.8535080706
1692,423330.1536075471
1693,369331.74197999935
1696,442624.0934643034
1709,357025.2791626793
1711,320076.7171870436
1717,232961.4679095325
1718,217979.76967109658
1721,225289.56237605895
1722,209325.39668646475
1725,308331.9352369598
1726,234266.13236176388
1730,205295.897672815
1731,193324.06787729653
1733,227293.93750153217
1737,207957.14490907735
1746,252095.99368982879
1747,192529.9104496525
1748,185892.54412273766
1749,224867.88581024745
1760,182540.95393106822
1761,541071.2174221736
1762,353990.36481458554
1768,551528.9953201083
1769,255450.76992744446
1770,302711.3722662321
1776,200586.24975619398
1781,389963.5292889337
1785,334665.5642336349
1792,228298.41780543912
1798,257497.90505100845
1812,193097.02436875738
1814,213119.30825024264
1817,134665.57934520903
1818,168879.82090343648
1822,137399.03195126823
1823,148470.4960068743
1829,243075.3866574942
1838,208900.7780988348
1845,190686.9886397994
1851,187238.39452948706
1855,298088.4432977779
1856,184685.7131972101
1858,201335.56780459927
1865,232051.4551175134
1866,166860.1558833992
1867,197355.3409752335
1868,198177.66668728917
1876,144877.5501842107
1878,136492.5158160504
1879,162612.82135234072
1882,149718.73915908992
1883,129470.82098396427
1887,109120.81578063988
1895,143249.2647447924
1898,144255.5966718799
1904,99182.39284815782
1908,158655.32241575487
1917,159914.32206423357
1918,119416.91149516753
1920,130352.13982137298
1922,134116.01436534012
1923,162962.61246710253
1931,156423.49991828963
1935,138397.9133143101
1936,127123.61456183915
1939,136746.7398592935
1943,137184.44679392007
1944,126447.82347145975
1946,256074.3375043732
1952,88383.3400916101
1954,118996.6912948632
1958,122391.1109131088
1964,167934.99408339712
1966,165945.73321873136
1969,112219.66625897701
1977,91683.03514359808
1980,48107.32484762618
1984,143941.9218514357
1985,99779.42584202481
1988,116172.48785779809
1989,104906.20441195763
1991,131068.70858442411
1992,115755.96900967219
1997,131627.5759691539
1999,171845.74835266042
2003,95662.79865935957
2005,124488.6632727804
2010,139232.63976956267
2012,121288.00735477099
2016,137790.76514614618
2017,122321.11369508004
2022,179433.4304181126
2023,147016.15440800763
2035,137836.1839544098
2036,216314.18069581917
2040,121175.59074139778
2042,128182.84400257561
2043,101651.87743936479
2055,143501.20762728847
2056,110967.22905304808
2059,114684.32123403525
2064,120250.75259685804
2066,255880.67145638738
2070,158245.6026654168
2071,74745.0667646233
2078,263950.9880587837
2080,145298.20538040975
2085,155564.96709378733
2089,154738.12856236534
2090,145493.7730264676
2092,243282.86052195446
2094,286313.04195929924
2095,229813.21015407427
2098,424136.9238574896
2099,267497.13209046016
2103,265904.8562773948
2120,150692.84396864224
2122,172910.6882604919
2123,177880.1943885224
2134,194938.70454387285
2135,128009.14269461014
2136,138302.24711800218
2143,166837.16246850637
2145,288990.8827712533
2146,224169.8972732484
2148,189464.05545282064
2155,297272.16958573303
2156,246680.8817297466
2157,162486.95010194482
2159,216119.33202624563
2161,200973.76383670827
2164,178166.46538289895
2165,199270.2626011833
2169,155825.46191703327
2171,129321.38936482924
2180,172019.63276605838
2184,133982.69880754274
2185,69246.08002387261
2188,121155.9369673965
2191,115752.42611467323
2192,104310.85429778438
2196,222098.21759111717
2198,97067.16408787215
2204,174769.48164915113
2210,162763.3081050757
2213,149900.8994802136
2215,289684.16975083906
2219,265016.74405227194
2221,260162.06908672408
2224,176250.69959712765
2228,175152.10567264125
2232,113086.10157294892
2239,131294.56777955382
2246,308485.8060611372
2247,286441.40033507854
2249,157673.116873593
2251,213982.64893483368
2254,141680.28803792197
2256,207051.93229921284
2259,241141.48675147892
2263,263816.06753120694
2266,190169.99666672156
2271,194469.74106458333
2274,257442.27619774605
2275,303251.15706190077
2280,203501.03400065933
2281,177419.7988708403
2291,85409.53834744342
2292,154339.8205020072
2295,191248.4183476799
2297,117183.17332218203
2299,141439.77342008598
2302,140631.4682146241
2303,131920.76994714508
2304,119037.47016621145
2308,209413.28607717672
2312,219072.71867945697
2314,174937.85362299616
2315,182537.22708028264
2316,197920.38787592456
2320,247306.07485415472
2321,313323.515546211
2322,247440.62244585942
2325,178270.6434492254
2336,436528.3156368439
2340,316702.77782872133
2341,326368.75185373216
2342,400794.27253709454
2345,230286.63228617643
2346,183309.6900897434
2347,152526.76937919768
2354,273797.277306576
2357,204593.39590762035
2359,148703.36649565378
2360,140234.63832865114
2361,122414.13532251335
2362,94187.23286686924
2366,112783.00787738341
2367,95870.45355972457
2370,116811.58916147481
2373,100421.36277336939
2376,131167.81382668036
2378,142152.44174231007
2382,266769.84531001904
2387,359339.0806669686
2392,444194.95479651086
2395,378227.31084608386
2396,352036.4787244133
2397,312260.85316685255
2399,369226.4798361253
2401,455622.96064059134
2402,273007.2088202078
2407,225478.80087982106
2411,194049.06185619847
2414,213734.63790544958
2418,287843.64899521053
2419,204679.35681505012
2424,182025.45236952326
2427,205281.9360081296
2430,254744.4292972015
2439,225636.4476481452
2441,278676.12064971874
2442,229489.27831984148
2446,508897.5881568436
2447,377471.4857363893
2452,322697.5281592497
2457,352200.9628279594
2458,281756.70120980585
2462,440259.1991134136
2465,212309.7571587739
2467,206258.93591646585
2473,160215.90148741927
2478,190590.2107264314
2479,182847.25446522757
2482,154295.27317970947
2485,122863.87632555465
2488,128723.18279925175
2494,129420.70938045904
2500,253139.31448724
2509,153595.6957592317
2512,192562.67349772304
2514,156086.7580895212
2515,217647.45500958918
2516,210321.47180756187
2518,156318.96252449125
2519,177514.3596885789
2520,171106.4061266329
2527,180176.49206749222
2532,143830.4757165057
2538,127900.41806012904
2539,166201.4688259395
2543,109296.07931842291
2551,153243.85440811375
2554,143382.49965018695
2555,142114.39693249768
2557,110105.0552129447
2561,146214.0007416663
2563,138072.6636224693
2564,134902.4020414296
2570,107384.46018338305
2571,295757.9358343113
2576,156929.8379055505
2582,150130.5536140609
2584,149583.05016727172
2587,102140.94310186536
2589,147014.29680158332
2591,195039.78040316858
2597,121560.82517599486
2602,141603.993191364
2605,111020.02306891991
2610,174398.55353838217
2611,153994.11528204542
2614,123719.00200624709
2616,197921.18905097723
2617,166692.09335880555
2620,111018.75802529711
2623,109669.74361460393
2631,161793.94466115366
2638,146041.91663457087
2639,120602.09729947997
2645,130989.98546499008
2647,93278.63056913378
2648,113641.84642215831
2650,107462.26253612946
2652,115021.20198024318
2656,141141.61339034207
2658,104238.78394318641
2661,168773.09837878484
2665,162744.95142864963
2673,139380.42506875866
2678,107778.76793275162
2679,113874.36796132248
2680,96588.09719800064
2685,106599.99738257918
2695,125761.96473036654
2698,94010.85256080926
2700,176612.24590658274
2706,149768.09839147626
2708,143010.19505975943
2709,155968.94238681142
2711,137999.08987752366
2718,178449.31574418803
2719,180916.35059257885
2721,161068.5024367522
2725,164265.3503946438
2726,212599.729359585
2732,217278.2965523014
2733,149539.06923588138
2739,192043.21132865042
2747,168372.1504596835
2751,253533.6650345851
2754,205067.43854189603
2755,255720.06784580063
2756,207994.7411361662
2758,249111.22875106102
2763,210048.24173199214
2764,224001.8619251347
2765,198606.21226874052
2766,184170.6619305481
2768,149381.83892632218
2781,229475.65636659059
2784,160258.46346866747
2785,148012.87780372828
2786,129849.26783192126
2796,244282.42362104115
2797,278293.5355370025
2801,229834.77903829905
2805,280659.72550714534
2806,198149.92538574422
2812,192889.4523326089
2817,122552.07884127351
2822,140701.51202288223
2825,234852.10822170926
2828,159192.66992308488
2831,141090.0912372386
2843,131709.30123582305
2845,98900.80410657618
2847,163302.6982584235
2855,172694.88746634478
2856,155838.23810772225
2859,133374.42032801523
2865,199233.24435477587
2867,176950.11751363648
2869,208095.0558304401
2870,225979.68761687732
2874,139827.2611250442
2876,85764.71302812744
2889,151452.86793532985
2892,295784.86940742936
2895,209001.8056868259
2898,221882.84600260144
2901,316014.0034880685
2902,335771.0427719895
2908,147394.16218750333
2909,115548.70865381921
2916,174070.36065300237
2917,93246.83844829701
2919,86015.9369110426
2921,87994.94542499265
2922,179377.16721059187
2925,172819.59995526157
2928,144070.67512637362
